"""YVQ""","""CYVQ""",65.28160095214844,-126.7979965209961,"""Norman Wells Airport"""
"""YVR""","""CYVR""",49.193901062,-123.183998108,"""Vancouver International Airport"""
"""YVT""","""CYVT""",55.8418998718,-108.417999268,"""Buffalo Narrows Airport"""
"""YVV""","""CYVV""",44.7458,-81.107201,"""Wiarton Airport"""
"""YWA""","""CYWA""",45.95220184326172,-77.31919860839844,"""Petawawa Airport"""
"""YWG""","""CYWG""",49.909999847399995,-97.2398986816,"""Winnipeg / James Armstrong Richardson International Airport"""
"""YWK""","""CYWK""",52.92190170288086,-66.8644027709961,"""Wabush Airport"""
"""YWL""","""CYWL""",52.1831016541,-122.054000854,"""Williams Lake Airport"""
"""YWY""","""CYWY""",63.20940017700195,-123.43699645996094,"""Wrigley Airport"""
"""YXC""","""CYXC""",49.610801696777,-115.78199768066,"""Cranbrook/Canadian Rockies International Airport"""
"""YXD""","""CYXD""",53.5724983215,-113.521003723,"""Edmonton City Centre (Blatchford Field) Airport"""
"""YXE""","""CYXE""",52.170799255371094,-106.69999694824219,"""Saskatoon John G. Diefenbaker International Airport"""
"""YXH""","""CYXH""",50.01890182495117,-110.72100067138672,"""Medicine Hat Airport"""
"""YXJ""","""CYXJ""",56.23809814453125,-120.73999786376953,"""Fort St John Airport"""
"""YXL""","""CYXL""",50.11389923095703,-91.9052963256836,"""Sioux Lookout Airport"""
"""YXP""","""CYXP""",66.1449966431,-65.71360015869999,"""Pangnirtung Airport"""
"""YXR""","""CYXR""",47.697400654599996,-79.8473453522,"""Earlton (Timiskaming Regional) Airport"""
"""YXS""","""CYXS""",53.8894004822,-122.679000854,"""Prince George Airport"""
"""YXT""","""CYXT""",54.468498,-128.576009,"""Northwest Regional Airport Terrace-Kitimat"""
"""YXU""","""CYXU""",43.035599,-81.1539,"""London Airport"""
"""YXX""","""CYXX""",49.025299072265625,-122.36100006103516,"""Abbotsford Airport"""
"""YXY""","""CYXY""",60.7095985413,-135.067001343,"""Whitehorse / Erik Nielsen International Airport"""
"""YYB""","""CYYB""",46.363602,-79.422798,"""North Bay Jack Garland Airport"""
"""YYC""","""CYYC""",51.113899231,-114.019996643,"""Calgary International Airport"""
"""YYD""","""CYYD""",54.82469940185547,-127.18299865722656,"""Smithers Airport"""
"""YYE""","""CYYE""",58.8363990784,-122.597000122,"""Fort Nelson Airport"""
"""YYF""","""CYYF""",49.46310043334961,-119.60199737548828,"""Penticton Airport"""
"""YYG""","""CYYG""",46.290000915527344,-63.12110137939453,"""Charlottetown Airport"""
"""YYH""","""CYYH""",69.5466995239,-93.5766983032,"""Taloyoak Airport"""
"""YYJ""","""CYYJ""",48.646900177,-123.426002502,"""Victoria International Airport"""
"""YYL""","""CYYL""",56.86389923095703,-101.07599639892578,"""Lynn Lake Airport"""
"""YYN""","""CYYN""",50.291900634799994,-107.691001892,"""Swift Current Airport"""
"""YYQ""","""CYYQ""",58.739200592041016,-94.06500244140625,"""Churchill Airport"""
"""YYR""","""CYYR""",53.3191986084,-60.4258003235,"""Goose Bay Airport"""
"""YYT""","""CYYT""",47.618598938,-52.7518997192,"""St. John's International Airport"""
"""YYU""","""CYYU""",49.41389846801758,-82.46749877929688,"""Kapuskasing Airport"""
"""YYW""","""CYYW""",50.29029846191406,-88.90969848632812,"""Armstrong Airport"""
"""YYY""","""CYYY""",48.60860061645508,-68.20809936523438,"""Mont Joli Airport"""
"""YYZ""","""CYYZ""",43.6772003174,-79.63059997559999,"""Lester B. Pearson International Airport"""
"""YZD""","""CYZD""",43.74250030517578,-79.4655990600586,"""Downsview Airport"""
"""YZE""","""CYZE""",45.88529968261719,-82.56780242919922,"""Gore Bay Manitoulin Airport"""
"""YZF""","""CYZF""",62.462799072265625,-114.44000244140625,"""Yellowknife Airport"""
"""YZH""","""CYZH""",55.2930984497,-114.777000427,"""Slave Lake Airport"""
"""YZP""","""CYZP""",53.25429916379999,-131.813995361,"""Sandspit Airport"""
"""YZR""","""CYZR""",42.9994010925293,-82.30889892578125,"""Chris Hadfield Airport"""
"""YZT""","""CYZT""",50.680599212646484,-127.36699676513672,"""Port Hardy Airport"""
"""YZU""","""CYZU""",54.14390182495117,-115.78700256347656,"""Whitecourt Airport"""
"""YZV""","""CYZV""",50.22330093383789,-66.2656021118164,"""Sept-Îles Airport"""
"""YZW""","""CYZW""",60.17279815673828,-132.7429962158203,"""Teslin Airport"""
"""YZX""","""CYZX""",44.98440170288086,-64.91690063476562,"""CFB Greenwood"""
"""ZFA""","""CZFA""",62.20750045776367,-133.37600708007812,"""Faro Airport"""
"""ZFM""","""CZFM""",67.40750122070312,-134.86099243164062,"""Fort Mcpherson Airport"""
"""QLD""","""DAAB""",36.50360107421875,2.8141698837280273,"""Blida Airport"""
"""BUJ""","""DAAD""",35.33250045776367,4.206389904022217,"""Bou Saada Airport"""
"""BJA""","""DAAE""",36.7120018005,5.0699200630200005,"""Soummam Airport"""
"""ALG""","""DAAG""",36.691001892089844,3.215409994125366,"""Houari Boumediene Airport"""
"""DJG""","""DAAJ""",24.292801,9.45244,"""Djanet Inedbirene Airport"""
\N,"""DAAK""",36.545799,2.87611,"""Boufarik Airport"""
\N,"""DAAN""",26.7101,0.285647,"""Reggane Airport"""
